8426,2360,2
1650,1952,0
3434,2101,1
6801,2393,0
187,538,0
5643,1958,3
9043,2141,4
8144,2129,4
9343,2216,14
8405,2154,15
8223,2178,12
10067,2308,5
8359,2201,3
10946,2341,8
9130,2236,7
6544,2069,4
0,0,0
0,1878,0
0,1878,0
0,1878,0
0,1878,0
0,1878,0
0,1878,0
0,1878,0
0,1296,0
2303,2010,0
2600,2032,0
4804,2227,0
3271,2133,0
5406,2317,0
3146,2058,0
2422,1935,0
4239,2217,1
6911,2374,28
6667,2335,24
5543,2303,0
4195,2210,0
6625,2424,0
5986,2297,23
278,745,0
5336,1902,0
3183,1680,0
6176,1901,1
8205,2078,0
6799,1876,24
5668,1853,0
7998,2235,27
4195,1778,0
5512,1882,0
6263,1906,0
8828,2149,0
1260,722,0
6506,2886,4
7583,2915,3
6963,2895,0
7165,2923,0
10328,3323,0
12116,3357,3
7810,2931,6
6670,2848,15
7605,2943,4
6585,2822,0
8184,2981,0
14002,3597,8
11135,3224,1
6499,2677,0
0,0,0
12409,2142,51
2937,1615,0
1515,1481,0
8921,1892,27
11306,2086,40
12252,2044,33
15444,2249,51
9938,2019,38
4599,1692,0
5594,1712,4
11906,2065,32
3436,633,7
10461,3625,99
14873,4430,202
9917,3427,58
7401,3492,70
8964,3597,107
11080,3765,83
4499,2775,31
4363,2486,8
10494,3817,123
9776,3378,80
2862,1511,39
7444,2210,0
19658,2884,3
0,1496,0
8468,2262,2
9910,2445,0
12409,2694,0
4853,1903,0
